order_id,customer_id,order_date,revenue,quantity,category,status,product_id,sku,unit_price,cost_of_goods,shipping_cost,tax_amount,discount_amount,channel,payment_method,customer_type,region,is_returned,return_reason
ORD-13207,CUST-1070,2026-02-14,62.02,3,Sports,Pending,PROD-456,SKU-2886,20.67,24.81,7.82,4.96,0.00,Affiliate,Crypto,Returning,South,FALSE,
ORD-13208,CUST-1070,2026-02-17,506.01,3,Sports,Returned,PROD-574,SKU-4038,168.67,202.41,19.73,40.48,50.60,Affiliate,Credit Card,Returning,West,FALSE,
ORD-13209,CUST-1070,2024-01-07,437.15,4,Home,Pending,PROD-641,SKU-4765,109.29,174.86,9.06,34.97,0.00,Web,Crypto,Returning,International,FALSE,
ORD-13210,CUST-1071,2024-04-16,192.40,2,Sports,Cancelled,PROD-220,SKU-4164,96.20,76.96,15.17,15.39,0.00,Web,Credit Card,Returning,South,FALSE,
ORD-13211,CUST-1071,2025-12-12,257.20,2,Beauty,Completed,PROD-531,SKU-167,128.60,102.88,10.45,20.58,0.00,Mobile App,Credit Card,Returning,West,FALSE,
ORD-13212,CUST-1071,2026-01-23,240.64,4,Beauty,Completed,PROD-475,SKU-3163,60.16,96.26,13.47,19.25,0.00,Mobile App,PayPal,New,East,FALSE,
ORD-13213,CUST-1072,2023-03-31,421.44,3,Sports,Shipped,PROD-220,SKU-4764,140.48,168.58,15.08,33.72,0.00,Mobile App,PayPal,VIP,South,FALSE,
ORD-13214,CUST-1072,2025-12-03,87.02,,Electronics,Pending,PROD-845,SKU-2967,21.75,34.81,5.36,6.96,0.00,Web,Credit Card,New,North,FALSE,
ORD-13215,CUST-1072,2024-06-21,27.80,3,Fashion,Returned,PROD-397,SKU-751,9.27,11.12,4.82,2.22,0.00,Social Media,Credit Card,Returning,North,FALSE,
ORD-13216,CUST-1073,1672530146684,321.35,400,Home,Cancelled,PROD-361,SKU-465,80.34,128.54,4.90,25.71,0.00,Mobile App,Credit Card,Returning,South,FALSE,
ORD-13217,CUST-1073,2025-10-13,371.13,1,Home,Returned,PROD-933,SKU-4826,371.13,148.45,5.15,29.69,0.00,Affiliate,Crypto,VIP,North,FALSE,
ORD-13218,CUST-1073,2023-08-05,375.54,1,Electronics,Shipped,PROD-435,SKU-1497,375.54,150.22,8.76,30.04,0.00,Mobile App,PayPal,New,North,FALSE,
ORD-13219,CUST-1074,2023-02-10,226.16,1,Home,Pending,PROD-219,SKU-4451,226.16,90.46,15.32,18.09,0.00,Affiliate,Credit Card,VIP,North,FALSE,
ORD-13220,CUST-1074,2024-03-27,453.18,1,Fashion,Completed,PROD-584,SKU-1953,453.18,181.27,17.17,36.25,0.00,Social Media,Crypto,New,South,FALSE,
ORD-13221,CUST-1074,2023-11-24,273.31,2,Electronics,Shipped,PROD-312,SKU-2207,136.65,109.32,4.89,21.86,0.00,Mobile App,Debit Card,New,International,FALSE,
ORD-13222,CUST-1075,Wed Sep 20 2023,48.28,3,Sports,Cancelled,PROD-115,SKU-2765,16.09,19.31,15.05,3.86,4.83,Web,PayPal,New,South,FALSE,
ORD-13223,CUST-1075,2023-12-02,489.66,2,Fashion,Returned,PROD-207,SKU-2948,244.83,195.86,4.40,39.17,0.00,Affiliate,Crypto,VIP,South,FALSE,
ORD-13224,CUST-1075,2025-08-12,276.72,5,Beauty,Returned,PROD-863,SKU-2113,55.34,110.69,0.64,22.14,0.00,Affiliate,Crypto,VIP,West,FALSE,
ORD-13225,CUST-1076,2024-06-05,28.26,2,Electronics,Returned,PROD-901,SKU-867,14.13,11.30,16.04,2.26,0.00,Affiliate,Credit Card,VIP,South,FALSE,
ORD-13226,CUST-1076,2025-05-26,436.97,2,Fashion,Completed,PROD-500,SKU-3428,218.48,174.79,3.39,34.96,0.00,Mobile App,Credit Card,New,West,FALSE,
ORD-13227,CUST-1076,2024-06-27,491.13,2,Beauty,Returned,PROD-490,SKU-4138,245.57,196.45,17.30,39.29,0.00,Web,PayPal,New,West,FALSE,
ORD-13228,CUST-1077,2025-12-14,404.90,3,Fashion,Completed,PROD-488,SKU-2714,134.97,161.96,3.27,32.39,0.00,Web,PayPal,New,South,FALSE,Defective
ORD-13229,CUST-1077,2025-09-17,508.76,2,Fashion,Returned,PROD-511,SKU-3285,254.38,203.50,18.67,40.70,0.00,Mobile App,PayPal,Returning,East,FALSE,
ORD-13230,CUST-1077,2023-09-25,113.32,1,Fashion,Shipped,PROD-185,SKU-4204,113.32,45.33,14.86,9.07,0.00,Affiliate,Credit Card,Returning,North,FALSE,
ORD-13231,CUST-1078,2026-02-19,110.35,1,Electronics,Completed,PROD-476,SKU-1492,110.35,44.14,8.36,8.83,11.04,Web,Credit Card,VIP,South,FALSE,
ORD-13232,CUST-1078,2024-12-29,470.74,3,Fashion,Pending,PROD-886,SKU-2530,156.91,188.30,15.85,37.66,0.00,Social Media,Crypto,VIP,North,FALSE,
ORD-13233,CUST-1078,2023-05-15,295.16,1,Electronics,Completed,PROD-801,SKU-187,295.16,118.06,8.10,23.61,29.52,Social Media,PayPal,New,West,FALSE,Defective
ORD-13234,CUST-1079,2023-07-23,347.60,2,Electronics,Completed,PROD-44,SKU-1308,173.80,139.04,19.94,27.81,0.00,Mobile App,PayPal,New,South,FALSE,
ORD-13235,CUST-1079,2024-10-02,469.54,2,Fashion,Pending,PROD-168,SKU-386,234.77,187.81,19.20,37.56,0.00,Affiliate,Debit Card,New,West,FALSE,
ORD-13236,CUST-1079,2025-03-12,76.99,1,Fashion,Shipped,PROD-679,SKU-1444,76.99,30.79,1.10,6.16,7.70,Affiliate,PayPal,New,East,FALSE,
ORD-13237,CUST-1080,2023-04-05,346.88,2,Home,Pending,PROD-857,SKU-2681,173.44,138.75,11.02,27.75,0.00,Affiliate,PayPal,Returning,East,TRUE,
ORD-13238,CUST-1080,2023-09-26,66.04,5,Sports,Pending,PROD-1,SKU-2949,13.21,26.42,9.65,5.28,0.00,Web,Debit Card,Returning,East,FALSE,
ORD-13239,CUST-1080,2023-05-24,157.39,2,Beauty,Pending,PROD-571,SKU-50,78.70,62.96,14.33,12.59,0.00,Social Media,Credit Card,VIP,East,FALSE,
ORD-13240,CUST-1081,2023-11-13,180.86,1,Sports,Shipped,PROD-677,SKU-1729,180.86,72.35,18.83,14.47,0.00,Web,Credit Card,VIP,West,FALSE,
ORD-13241,CUST-1081,2023-02-20,271.74,2,Sports,Returned,PROD-866,SKU-508,135.87,108.70,14.57,21.74,0.00,Web,Credit Card,VIP,East,FALSE,
ORD-13242,CUST-1081,2023-01-02,410.49,2,Beauty,Pending,PROD-616,SKU-2602,205.25,164.20,2.74,32.84,0.00,Social Media,Crypto,New,East,FALSE,
ORD-13243,CUST-1082,2023-10-13,345.55,1,Fashion,Pending,PROD-961,SKU-3100,345.55,138.22,18.87,27.64,34.56,Web,PayPal,Returning,West,FALSE,
ORD-13244,CUST-1082,2025-01-12,289.50,5,Home,Completed,PROD-840,SKU-4895,57.90,115.80,8.08,23.16,0.00,Web,Debit Card,Returning,North,FALSE,
ORD-13245,CUST-1082,2023-09-15,319.76,5, Beauty ,Pending,PROD-628,SKU-483,63.95,127.90,11.69,25.58,31.98,Mobile App,Debit Card,Returning,International,FALSE,
ORD-13246,CUST-1083,2024-10-25,109.15,5, Sports ,Completed,PROD-747,SKU-867,21.83,43.66,6.08,8.73,10.91,Mobile App,PayPal,New,South,FALSE,
ORD-13247,CUST-1083,2024-11-12,303.08,1,Home,Shipped,PROD-269,SKU-4355,303.08,121.23,13.75,24.25,0.00,Social Media,Debit Card,New,North,FALSE,
ORD-13248,CUST-1083,2025-01-05,83.73,2,Electronics,Cancelled,PROD-528,SKU-1004,41.86,33.49,5.28,6.70,0.00,Affiliate,Debit Card,VIP,North,TRUE,Defective
ORD-13249,CUST-1084,2025-08-05,203.60,4,Electronics,Cancelled,PROD-422,SKU-3189,50.90,81.44,4.24,16.29,0.00,Web,PayPal,Returning,East,FALSE,
ORD-13250,CUST-1084,2023-11-25,276.96,1,Electronics,Completed,PROD-303,SKU-3379,276.96,110.78,3.00,22.16,27.70,Affiliate,Debit Card,VIP,North,FALSE,
ORD-13251,CUST-1084,2023-12-09,314.57,2,Sports,Shipped,PROD-516,SKU-1614,157.29,125.83,6.27,25.17,0.00,Affiliate,Debit Card,New,South,FALSE,
ORD-13252,CUST-1085,2025-09-13,99.44,3,Sports,Completed,PROD-795,SKU-4379,33.15,39.78,19.42,7.96,0.00,Web,Debit Card,Returning,East,TRUE,
ORD-13253,CUST-1085,2026-02-07,351.44,2,Beauty,Shipped,PROD-299,SKU-1749,175.72,140.58,2.79,28.12,0.00,Social Media,Credit Card,VIP,West,FALSE,
ORD-13254,CUST-1085,3/19/2024,251.14,3,Sports,Completed,PROD-824,SKU-4667,83.71,100.45,18.65,20.09,25.11,Social Media,Crypto,Returning,International,TRUE,
ORD-13255,CUST-1086,2025-12-16,320.67,5,Electronics,Cancelled,PROD-626,SKU-3283,64.13,128.27,4.45,25.65,32.07,Mobile App,Crypto,VIP,International,FALSE,
ORD-13256,CUST-1086,2024-09-04,299.58,3,Fashion,Completed,PROD-359,SKU-2592,99.86,119.83,14.49,23.97,0.00,Web,Debit Card,New,International,FALSE,
ORD-13257,CUST-1086,2025-08-24,138.94,2,Beauty,Cancelled,PROD-198,SKU-4698,69.47,55.57,13.30,11.11,13.89,Web,Crypto,New,South,FALSE,
ORD-13258,CUST-1087,Sat Oct 18 2025,312.23,3,Beauty,Pending,PROD-496,SKU-2872,104.08,124.89,13.56,24.98,0.00,Web,Debit Card,VIP,East,FALSE,
ORD-13259,CUST-1087,2024-12-01,175.21,2,Home,Completed,PROD-583,SKU-3075,87.61,70.09,10.71,14.02,0.00,Mobile App,Debit Card,VIP,South,FALSE,
ORD-13260,CUST-1087,2024-05-24,282.56,,Beauty,Returned,PROD-951,SKU-622,282.56,113.02,3.54,22.60,0.00,Mobile App,PayPal,VIP,South,FALSE,
ORD-13261,CUST-1088,Tue Jan 09 2024,15.92,1,Beauty,Shipped,PROD-854,SKU-335,15.92,6.37,9.93,1.27,0.00,Social Media,Credit Card,Returning,West,FALSE,
ORD-13262,CUST-1088,2024-05-14,432.31,2, Fashion ,Completed,PROD-758,SKU-4030,216.16,172.93,8.70,34.59,0.00,Mobile App,Credit Card,VIP,West,FALSE,
ORD-13263,CUST-1088,2026-01-30,354.80,3,Home,Pending,PROD-623,SKU-2139,118.27,141.92,11.55,28.38,35.48,Social Media,Debit Card,VIP,West,FALSE,
ORD-13264,CUST-1089,2024-04-06,319.66,2,Electronics,Pending,PROD-183,SKU-4832,159.83,127.86,15.56,25.57,0.00,Mobile App,PayPal,VIP,North,FALSE,
ORD-13265,CUST-1089,2025-03-04,224.14,4,Electronics,Returned,PROD-354,SKU-2541,56.04,89.66,10.17,17.93,22.41,Web,Debit Card,New,North,FALSE,
ORD-13266,CUST-1089,2025-08-03,212.14,1,Beauty,Completed,PROD-79,SKU-3495,212.14,84.86,1.65,16.97,0.00,Affiliate,Credit Card,New,South,FALSE,
ORD-13267,CUST-1090,2026-01-07,41.82,5,Fashion,Shipped,PROD-176,SKU-163,8.36,16.73,16.06,3.35,0.00,Social Media,Credit Card,New,North,FALSE,
ORD-13268,CUST-1090,2023-12-19,503.71,2,Fashion,Cancelled,PROD-691,SKU-2967,251.85,201.48,2.32,40.30,50.37,Mobile App,Credit Card,New,South,FALSE,
ORD-13269,CUST-1090,2025-07-30,156.81,1,Fashion,Returned,PROD-240,SKU-4806,156.81,62.72,8.89,12.54,15.68,Affiliate,Credit Card,Returning,West,FALSE,
ORD-13270,CUST-1091,2024-11-13,502.98,5,Sports,Completed,PROD-8,SKU-131,100.60,201.19,16.02,40.24,0.00,Mobile App,Crypto,New,East,FALSE,
ORD-13271,CUST-1091,2024-09-11,108.09,2,,Shipped,PROD-60,SKU-3951,54.05,43.24,4.64,8.65,0.00,Social Media,Crypto,Returning,North,FALSE,
ORD-13272,CUST-1091,2024-03-29,361.05,5,Fashion,Cancelled,PROD-776,SKU-695,72.21,144.42,18.02,28.88,0.00,Social Media,Debit Card,New,West,FALSE,
ORD-13273,CUST-1092,2024-09-29,102.62,1,Home,Pending,PROD-76,SKU-1244,102.62,41.05,6.26,8.21,0.00,Affiliate,Credit Card,VIP,East,FALSE,
ORD-13274,CUST-1092,2025-02-04,56.17,1,Electronics,Cancelled,PROD-705,SKU-1110,56.17,22.47,17.72,4.49,5.62,Social Media,PayPal,VIP,East,FALSE,
ORD-13275,CUST-1092,2026-02-17,193.75,5,Beauty,Shipped,PROD-59,SKU-3685,38.75,77.50,2.05,15.50,0.00,Social Media,Crypto,Returning,South,FALSE,
ORD-13276,CUST-1093,2023-05-08,43.48,1,Home,Returned,PROD-173,SKU-3773,43.48,17.39,14.26,3.48,0.00,Web,Debit Card,New,East,FALSE,Defective
ORD-13277,CUST-1093,2025-04-26,219.40,5,Fashion,Completed,PROD-987,SKU-391,43.88,87.76,5.28,17.55,0.00,Mobile App,PayPal,New,International,FALSE,
ORD-13278,CUST-1093,2025-02-04,104.40,5,Beauty,Returned,PROD-535,SKU-762,20.88,41.76,9.72,8.35,0.00,Web,Debit Card,Returning,South,FALSE,
ORD-13279,CUST-1094,2025-12-05,61.87,3,Beauty,Completed,PROD-212,SKU-538,20.62,24.75,17.42,4.95,0.00,Affiliate,Debit Card,New,South,FALSE,
ORD-13280,CUST-1094,2023-03-04,252.19,2,Fashion,Shipped,PROD-100,SKU-2897,126.09,100.88,3.16,20.18,0.00,Web,Debit Card,New,West,FALSE,
ORD-13281,CUST-1094,2025-11-23,182.85,1,Electronics,Completed,PROD-440,SKU-771,182.85,73.14,16.56,14.63,18.29,Web,Crypto,VIP,International,FALSE,
ORD-13282,CUST-1095,2024-06-25,327.36,3,Fashion,Completed,PROD-108,SKU-3240,109.12,130.94,4.99,26.19,32.74,Mobile App,Credit Card,Returning,North,FALSE,Defective
ORD-13283,CUST-1095,1679691695800,506.56,4,Sports,Pending,PROD-280,SKU-578,126.64,202.63,18.90,40.53,0.00,Mobile App,Credit Card,New,International,FALSE,
ORD-13284,CUST-1095,1719187121979,244.61,5,Sports,Cancelled,PROD-99,SKU-3422,48.92,97.85,14.06,19.57,0.00,Mobile App,PayPal,VIP,West,FALSE,
ORD-13285,CUST-1096,2025-07-10,253.63,5,Home,Returned,PROD-847,SKU-3020,50.73,101.45,12.34,20.29,0.00,Social Media,Crypto,VIP,International,FALSE,
ORD-13286,CUST-1096,2025-04-15,81.15,100,Home,Returned,PROD-369,SKU-2093,81.15,32.46,13.10,6.49,8.12,Social Media,Debit Card,VIP,International,FALSE,
ORD-13287,CUST-1096,2025-01-05,472.80,5,,Completed,PROD-320,SKU-4973,94.56,189.12,4.96,37.82,0.00,Web,Crypto,New,East,FALSE,Defective
ORD-13288,CUST-1097,2023-11-22,254.80,2,Beauty,Shipped,PROD-129,SKU-4638,127.40,101.92,19.53,20.38,0.00,Social Media,Credit Card,Returning,East,FALSE,
ORD-13289,CUST-1097,2026-03-02,117.90,2,Home,Cancelled,PROD-129,SKU-2188,58.95,47.16,19.83,9.43,0.00,Web,Crypto,VIP,International,FALSE,
ORD-13290,CUST-1097,2023-07-27,202.59,4,Electronics,Cancelled,PROD-140,SKU-739,50.65,81.04,4.72,16.21,20.26,Mobile App,Crypto,Returning,West,FALSE,
ORD-13291,CUST-1098,2025-03-31,359.69,1,Beauty,Pending,PROD-674,SKU-2424,359.69,143.87,19.09,28.77,0.00,Affiliate,Debit Card,New,East,FALSE,
ORD-13292,CUST-1098,2023-12-17,315.51,4,Home,Pending,PROD-634,SKU-2544,78.88,126.20,14.38,25.24,31.55,Web,Crypto,Returning,North,FALSE,
ORD-13293,CUST-1098,2023-10-17,458.37,2,Fashion,Shipped,PROD-792,SKU-3884,229.18,183.35,13.58,36.67,45.84,Affiliate,Credit Card,Returning,International,FALSE,
ORD-13294,CUST-1099,2026-01-11,106.36,1,Fashion,Shipped,PROD-343,SKU-648,106.36,42.55,2.53,8.51,0.00,Web,PayPal,New,International,FALSE,
ORD-13295,CUST-1099,2025-03-08,281.06,2,Beauty,Cancelled,PROD-490,SKU-707,140.53,112.42,4.25,22.48,0.00,Social Media,Debit Card,Returning,North,FALSE,
ORD-13296,CUST-1099,2025-01-29,444.27,5,Beauty,Completed,PROD-686,SKU-3619,88.85,177.71,11.15,35.54,0.00,Social Media,Crypto,Returning,South,FALSE,Defective
ORD-13297,CUST-1100,2026-01-29,390.76,1,Sports,Cancelled,PROD-567,SKU-1021,390.76,156.30,4.70,31.26,39.08,Mobile App,Credit Card,Returning,North,TRUE,
ORD-13298,CUST-1100,2024-09-18,53.67,2, Sports ,Completed,PROD-370,SKU-4650,26.84,21.47,17.46,4.29,0.00,Social Media,Crypto,Returning,South,FALSE,
ORD-13299,CUST-1100,2024-04-12,389.04,1,Beauty,Cancelled,PROD-11,SKU-2538,389.04,155.62,5.38,31.12,0.00,Affiliate,Crypto,VIP,International,FALSE,
ORD-13300,CUST-1101,2026-03-07,269.10,4,Fashion,Pending,PROD-349,SKU-579,67.28,107.64,7.83,21.53,0.00,Web,PayPal,VIP,South,FALSE,
ORD-13301,CUST-1101,2025-02-21,435.02,3,Beauty,Pending,PROD-477,SKU-497,145.01,174.01,12.85,34.80,43.50,Social Media,PayPal,VIP,North,TRUE,
ORD-13302, CUST-1101 ,2023-09-03,128.85,5,Sports,Cancelled,PROD-207,SKU-4283,25.77,51.54,19.81,10.31,0.00,Mobile App,Crypto,Returning,West,FALSE,
ORD-13303,CUST-1102,2025-03-01,318.76,2,Beauty,Cancelled,PROD-289,SKU-2096,159.38,127.50,17.68,25.50,0.00,Web,Crypto,New,West,FALSE,
ORD-13304,CUST-1102,2024-03-09,134.60,2,Electronics,Pending,PROD-555,SKU-1713,67.30,53.84,4.14,10.77,0.00,Mobile App,Debit Card,VIP,West,FALSE,
ORD-13305,CUST-1102,2024-01-20,177.27,2,Fashion,Pending,PROD-172,SKU-3022,88.63,70.91,9.41,14.18,17.73,Web,Debit Card,New,South,FALSE,
ORD-13306,CUST-1103,2023-07-24,146.53,4,Beauty,Cancelled,PROD-333,SKU-343,36.63,58.61,5.35,11.72,0.00,Affiliate,PayPal,Returning,West,TRUE,
ORD-13307,CUST-1103,2023-07-17,470.13,3,Home,Returned,PROD-3,SKU-4355,156.71,188.05,19.82,37.61,0.00,Affiliate,PayPal,VIP,East,FALSE,
ORD-13308,CUST-1103,2025-12-05,169.12,2,Fashion,Completed,PROD-31,SKU-4287,84.56,67.65,15.50,13.53,0.00,Web,PayPal,New,West,FALSE,
ORD-13309,CUST-1104,2026-02-11,454.91,3,Sports,Completed,PROD-433,SKU-3597,151.64,181.96,7.40,36.39,0.00,Social Media,Credit Card,VIP,East,FALSE,
ORD-13310,CUST-1104,2024-12-23,297.41,3,Fashion,Shipped,PROD-176,SKU-4581,99.14,118.96,4.63,23.79,0.00,Web,Crypto,Returning,West,FALSE,
ORD-13311,CUST-1104,2024-05-18,401.04,5,Beauty,Returned,PROD-606,SKU-4466,80.21,160.42,7.75,32.08,40.10,Mobile App,Credit Card,New,North,FALSE,
ORD-13312,CUST-1105,2023-05-23,202.17,2,Electronics,Cancelled,PROD-332,SKU-2160,101.08,80.87,7.70,16.17,0.00,Web,PayPal,Returning,West,FALSE,
ORD-13313, CUST-1105 ,2025-09-03,107.30,2,Sports,Completed,PROD-49,SKU-665,53.65,42.92,10.95,8.58,10.73,Social Media,Debit Card,New,North,FALSE,
ORD-13314,CUST-1105,2023-06-30,481.08,3,Beauty,Cancelled,PROD-796,SKU-4626,160.36,192.43,12.73,38.49,0.00,Social Media,Crypto,Returning,International,FALSE,
ORD-13315,CUST-1106,2024-11-06,475.03,3,Beauty,Returned,PROD-132,SKU-4470,158.34,190.01,19.97,38.00,0.00,Mobile App,Credit Card,Returning,North,FALSE,
ORD-13316,CUST-1106,2023-04-30,401.69,4,Fashion,Returned,PROD-687,SKU-3090,100.42,160.67,18.00,32.13,0.00,Mobile App,Credit Card,New,International,FALSE,
ORD-13317,CUST-1106,2023-11-18,239.87,4,Fashion,Completed,PROD-100,SKU-3880,59.97,95.95,8.07,19.19,0.00,Affiliate,Crypto,Returning,International,FALSE,
ORD-13318,CUST-1107,2025-04-21,81.04,1,Fashion,Returned,PROD-73,SKU-2844,81.04,32.42,15.37,6.48,0.00,Social Media,PayPal,VIP,East,FALSE,
ORD-13319,CUST-1107,2025-05-25,390.47,1,Electronics,Completed,PROD-799,SKU-4114,390.47,156.19,1.69,31.24,0.00,Mobile App,Credit Card,VIP,South,FALSE,
ORD-13320,CUST-1107,2023-01-14,20.04,3,Fashion,Shipped,PROD-774,SKU-2914,6.68,8.01,8.23,1.60,0.00,Affiliate,Debit Card,Returning,South,FALSE,
ORD-13321,CUST-1108,2023-06-25,79.12,2,Home,Cancelled,PROD-848,SKU-168,39.56,31.65,0.12,6.33,7.91,Web,PayPal,VIP,West,FALSE,
ORD-13322,CUST-1108,2024-10-27,109.10,1,Sports,Returned,PROD-32,SKU-4044,109.10,43.64,0.36,8.73,0.00,Social Media,Crypto,VIP,East,FALSE,
ORD-13323,CUST-1108,2024-05-23, 193.49 ,5,Fashion,Completed,PROD-423,SKU-4739,38.70,77.40,5.46,15.48,0.00,Mobile App,Crypto,VIP,West,FALSE,
ORD-13324,CUST-1109,2024-06-06,20.94,4,Electronics,Pending,PROD-222,SKU-3361,5.23,8.37,5.17,1.67,0.00,Affiliate,Credit Card,New,International,FALSE,
ORD-13325,CUST-1109,1719223768826,350.71,2,,Cancelled,PROD-430,SKU-1828,175.35,140.28,9.62,28.06,0.00,Affiliate,Debit Card,Returning,West,FALSE,
ORD-13326,CUST-1109,2025-05-01,26.61,1,Fashion,Cancelled,PROD-224,SKU-2288,26.61,10.64,10.16,2.13,2.66,Affiliate,Crypto,New,North,FALSE,
ORD-13327,CUST-1110,2023-02-20,198.71,1,Beauty,Returned,PROD-453,SKU-1562,198.71,79.48,6.90,15.90,19.87,Social Media,Credit Card,VIP,West,FALSE,
ORD-13328,CUST-1110,2024-03-31,403.75,5,Sports,Shipped,PROD-239,SKU-3592,80.75,161.50,13.97,32.30,0.00,Mobile App,Debit Card,Returning,South,FALSE,
ORD-13329,CUST-1110,2024-09-17,96.38,2,Home,Shipped,PROD-304,SKU-4803,48.19,38.55,16.85,7.71,9.64,Affiliate,Credit Card,New,South,FALSE,
ORD-13330,CUST-1111,2025-11-22,503.44,1, Electronics ,Cancelled,PROD-319,SKU-3225,503.44,201.38,0.90,40.28,0.00,Web,Credit Card,New,International,FALSE,
ORD-13331,CUST-1111,2023-03-19,243.72,5,Sports,Pending,PROD-412,SKU-1438,48.74,97.49,2.50,19.50,24.37,Mobile App,PayPal,Returning,International,FALSE,
ORD-13332,CUST-1111,Wed Apr 16 2025,152.61,,,Cancelled,PROD-304,SKU-2950,152.61,61.05,6.57,12.21,0.00,Social Media,Debit Card,New,International,FALSE,
ORD-13333,CUST-1112,2025-05-15,280.62,2,Fashion,Cancelled,PROD-709,SKU-4016,140.31,112.25,8.97,22.45,0.00,Web,PayPal,New,East,FALSE,
ORD-13334,CUST-1112,2025-01-02,341.82,5,Electronics,Pending,PROD-482,SKU-2852,68.36,136.73,3.99,27.35,0.00,Mobile App,PayPal,Returning,South,FALSE,
ORD-13335,CUST-1112,2024-01-27,247.74,3,,Returned,PROD-363,SKU-2999,82.58,99.10,7.35,19.82,0.00,Social Media,Crypto,VIP,East,TRUE,
ORD-13336,CUST-1113,2023-08-07,25.63,5,Electronics,Cancelled,PROD-587,SKU-48,5.13,10.25,6.99,2.05,0.00,Affiliate,Crypto,Returning,West,FALSE,
ORD-13337,CUST-1113,2025-11-22,449.66,500,Sports,Returned,PROD-558,SKU-4002,89.93,179.86,18.04,35.97,44.97,Social Media,Credit Card,VIP,East,FALSE,
ORD-13338,CUST-1113,2024-03-17,170.62,5,Sports,Returned,PROD-114,SKU-3468,34.12,68.25,17.33,13.65,0.00,Web,Crypto,VIP,East,FALSE,
ORD-13339,CUST-1114,2023-03-26,464.87,1,Home,Pending,PROD-728,SKU-4847,464.87,185.95,6.60,37.19,0.00,Web,PayPal,Returning,North,FALSE,
ORD-13340,CUST-1114,2023-07-27,421.10,3,Beauty,Returned,PROD-387,SKU-1928,140.37,168.44,11.38,33.69,0.00,Mobile App,Debit Card,New,East,FALSE,
ORD-13341,CUST-1114,2024-03-14,,2,Sports,Pending,PROD-650,SKU-1675,111.43,89.14,12.45,17.83,0.00,Affiliate,Debit Card,Returning,South,FALSE,
ORD-13342,CUST-1115,2024-01-17,474.51,2,Sports,Returned,PROD-88,SKU-46,237.26,189.80,19.43,37.96,0.00,Social Media,PayPal,VIP,East,FALSE,
ORD-13343,CUST-1115,2024-04-18,82.39,4,Fashion,Pending,PROD-652,SKU-745,20.60,32.95,8.25,6.59,0.00,Mobile App,Debit Card,New,East,FALSE,
ORD-13344,CUST-1115,2023-07-09,452.15,1,Electronics,Pending,PROD-413,SKU-102,452.15,180.86,11.88,36.17,0.00,Web,PayPal,New,North,TRUE,
ORD-13345,CUST-1116,2023-05-22,141.66,4, Fashion ,Cancelled,PROD-899,SKU-384,35.41,56.66,14.06,11.33,0.00,Social Media,Debit Card,New,West,FALSE,
ORD-13346,CUST-1116,2023-07-05,381.48,1,Fashion,Pending,PROD-23,SKU-805,381.48,152.59,14.15,30.52,0.00,Mobile App,Debit Card,VIP,International,FALSE,
ORD-13347,CUST-1116,Sun Oct 06 2024,199.00,5,Electronics,Returned,PROD-640,SKU-1449,39.80,79.60,6.04,15.92,0.00,Web,PayPal,Returning,East,FALSE,
ORD-13348,,2023-09-09,331.30,5,Beauty,Pending,PROD-837,SKU-836,66.26,132.52,14.40,26.50,0.00,Affiliate,Credit Card,New,South,FALSE,
ORD-13349,CUST-1117,1718415207299,210.92,4,Beauty,Shipped,PROD-301,SKU-1154,52.73,84.37,4.53,16.87,0.00,Social Media,Debit Card,VIP,South,FALSE,
ORD-13350, CUST-1117 ,2023-06-29,262.77,1,Sports,Pending,PROD-35,SKU-1299,262.77,105.11,14.34,21.02,26.28,Social Media,Credit Card,VIP,East,FALSE,
ORD-13351,CUST-1118,2024-07-26,487.75,1,Sports,Returned,PROD-497,SKU-1256,487.75,195.10,4.70,39.02,0.00,Affiliate,Debit Card,New,South,FALSE,
ORD-13352,CUST-1118,2024-02-03,438.30,5,Electronics,Cancelled,PROD-603,SKU-1147,87.66,175.32,14.64,35.06,0.00,Social Media,Crypto,VIP,South,FALSE,
ORD-13353,CUST-1118,2023-01-20,406.35,3,Electronics,Pending,PROD-389,SKU-1080,135.45,162.54,17.40,32.51,0.00,Web,Crypto,New,South,FALSE,
ORD-13354,CUST-1119,2023-10-22,246.56,4,Beauty,Pending,PROD-160,SKU-4410,61.64,98.62,15.91,19.72,0.00,Affiliate,Crypto,VIP,West,TRUE,
ORD-13355,CUST-1119,2024-05-08,241.55,5,Electronics,Returned,PROD-148,SKU-1141,48.31,96.62,0.81,19.32,0.00,Web,Credit Card,Returning,South,FALSE,
ORD-13356,,2025-11-06,445.64,5,Electronics,Completed,PROD-72,SKU-3390,89.13,178.26,7.06,35.65,0.00,Web,PayPal,New,East,FALSE,
ORD-13357,CUST-1120,2023-10-06,290.22,1,Fashion,Pending,PROD-192,SKU-3721,290.22,116.09,10.55,23.22,0.00,Affiliate,Crypto,Returning,South,FALSE,
ORD-13358,CUST-1120,2023-08-20,53.03,4,Sports,Returned,PROD-938,SKU-2438,13.26,21.21,7.56,4.24,0.00,Web,PayPal,New,South,FALSE,
ORD-13359,CUST-1120,2024-09-10,144.91,3,Beauty,Cancelled,PROD-750,SKU-2918,48.30,57.96,10.95,11.59,14.49,Affiliate,Credit Card,Returning,South,FALSE,
